symboling,fueltype,aspiration,enginelocation,wheelbase,carlength,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,power_per_volume
0,0,1,0,107.9,186.7,56.7,3252,152,3.7,3.52,21.0,95,4150,28,33,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
0,1,0,0,114.2,198.9,56.7,3285,120,3.46,2.19,8.4,95,5000,19,24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7916666666666666
0,0,1,0,114.2,198.9,58.7,3485,152,3.7,3.52,21.0,95,4150,25,25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
0,1,0,0,107.9,186.7,56.7,3075,120,3.46,3.19,8.4,97,5000,19,24,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8083333333333333
0,1,1,0,108.0,186.7,56.0,3130,134,3.61,3.21,7.0,142,5600,18,24,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0597014925373134
1,1,0,0,93.7,157.3,50.8,1918,90,2.97,3.23,9.4,68,5500,37,41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555
1,1,1,0,93.7,157.3,50.8,2128,98,3.03,3.39,7.6,102,5500,24,30,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0408163265306123
1,1,0,0,93.7,167.3,50.8,1989,90,2.97,3.23,9.4,68,5500,31,38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555
1,1,0,0,93.7,167.3,50.8,2191,98,2.97,3.23,9.4,68,5500,31,38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6938775510204082
-1,1,0,0,103.3,174.6,59.8,2535,122,3.35,3.46,8.5,88,5000,24,30,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7213114754098361
3,1,1,0,95.9,173.2,50.2,2818,156,3.59,3.86,7.0,145,5000,19,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9294871794871796
3,1,0,0,94.5,168.9,50.2,2778,151,3.94,3.11,9.5,143,5500,19,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9470198675496688
3,1,0,1,89.5,168.9,51.6,2756,194,3.74,2.9,9.5,207,5900,17,25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0670103092783505
3,1,0,1,89.5,168.9,51.6,2800,194,3.74,2.9,9.5,207,5900,17,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0670103092783505
1,1,0,0,98.4,175.7,50.5,3366,203,3.94,3.11,10.0,288,5750,17,28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.41871921182266
0,1,0,0,96.1,181.5,55.2,2579,132,3.46,3.9,8.7,90,5100,23,31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6818181818181818
2,1,0,0,96.1,176.8,50.5,2460,132,3.46,3.9,8.7,90,5100,23,31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6818181818181818
3,1,0,0,99.1,186.6,56.1,2658,121,3.54,3.07,9.31,110,5250,21,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909092
2,1,0,0,99.1,186.6,56.1,2695,121,3.54,3.07,9.3,110,5250,21,28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909092
3,1,0,0,99.1,186.6,56.1,2707,121,2.54,2.07,9.3,110,5250,21,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909092
2,1,0,0,99.1,186.6,56.1,2758,121,3.54,3.07,9.3,110,5250,21,28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9090909090909092
3,1,1,0,99.1,186.6,56.1,2808,121,3.54,3.07,9.0,160,5500,19,26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.322314049586777
2,1,1,0,99.1,186.6,56.1,2847,121,3.54,3.07,9.0,160,5500,19,26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.322314049586777
2,1,0,0,93.7,156.9,53.7,2050,97,3.62,2.36,9.0,69,4900,31,36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.711340206185567
2,1,0,0,93.7,157.9,53.7,2120,108,3.62,2.64,8.7,73,4400,26,31,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6759259259259259
2,1,0,0,93.3,157.3,55.7,2240,108,3.62,2.64,8.7,73,4400,26,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6759259259259259
0,1,0,0,97.2,172.0,52.5,2145,108,3.62,2.64,9.5,82,4800,32,37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7592592592592593
0,1,0,0,97.2,172.0,52.5,2190,108,3.62,2.64,9.5,82,4400,28,33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7592592592592593
0,1,0,0,97.2,172.0,52.5,2340,108,3.62,2.64,9.0,94,5200,26,32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8703703703703703
0,1,0,0,97.0,172.0,54.3,2385,108,3.62,2.64,9.0,82,4800,24,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7592592592592593
0,1,1,0,97.0,172.0,54.3,2510,108,3.62,2.64,7.7,111,4800,24,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0277777777777777
0,1,0,0,97.0,173.5,53.0,2290,108,3.62,2.64,9.0,82,4800,28,32,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7592592592592593
0,1,0,0,97.0,173.5,53.0,2455,108,3.62,2.64,9.0,94,5200,25,31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8703703703703703
0,1,0,0,96.9,173.6,54.9,2420,108,3.62,2.64,9.0,82,4800,23,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7592592592592593
0,1,1,0,96.9,173.6,54.9,2650,108,3.62,2.64,7.7,111,4800,23,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0277777777777777
1,1,0,0,95.7,158.7,54.5,1985,92,3.05,3.03,9.0,62,4800,35,39,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
1,1,0,0,95.7,158.7,54.5,2040,92,3.05,3.03,9.0,62,4800,31,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
1,1,0,0,95.7,158.7,54.5,2015,92,3.05,3.03,9.0,62,4800,31,38,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
0,1,0,0,95.7,169.7,59.1,2280,92,3.05,3.03,9.0,62,4800,31,37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
0,1,0,0,95.7,169.7,59.1,2290,92,3.05,3.03,9.0,62,4800,27,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
0,1,0,0,95.7,169.7,59.1,3110,92,3.05,3.03,9.0,62,4800,27,32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6739130434782609
0,1,0,0,95.7,166.3,53.0,2081,98,3.19,3.03,9.0,70,4800,30,37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
0,1,0,0,95.7,166.3,52.8,2109,98,3.19,3.03,9.0,70,4800,30,37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
0,0,0,0,95.7,166.3,53.0,2275,110,3.27,3.35,22.5,56,4500,34,36,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509090909090909
0,0,0,0,95.7,166.3,52.8,2275,110,3.27,3.35,22.5,56,4500,38,47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509090909090909
0,1,0,0,95.7,166.3,53.0,2094,98,3.19,3.03,9.0,70,4800,38,47,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
0,1,0,0,95.7,166.3,52.8,2122,98,3.19,3.03,9.0,70,4800,28,34,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
0,1,0,0,95.7,166.3,52.8,2140,98,3.19,3.03,9.0,70,4800,28,34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
1,1,0,0,94.5,168.7,52.6,2169,98,3.19,3.03,9.0,70,4800,29,34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
1,1,0,0,94.5,168.7,52.6,2204,98,3.19,3.03,9.0,70,4800,29,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143
1,1,0,0,94.5,168.7,52.6,2265,98,3.24,3.08,9.4,112,6600,26,29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1428571428571428
1,1,0,0,94.5,168.7,52.6,2300,98,3.24,3.08,9.4,112,6600,26,29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1428571428571428
2,1,0,0,98.4,176.2,52.0,2540,146,3.62,3.5,9.3,116,4800,24,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7945205479452054
2,1,0,0,98.4,176.2,52.0,2536,146,3.62,3.5,9.3,116,4800,24,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7945205479452054
2,1,0,0,98.4,176.2,52.0,2551,146,3.62,3.5,9.3,116,4800,24,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7945205479452054
2,1,0,0,98.4,176.2,52.0,2679,146,3.62,3.5,9.3,116,4800,24,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7945205479452054
2,1,0,0,98.4,176.2,52.0,2714,146,3.62,3.5,9.3,116,4800,24,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7945205479452054
2,1,0,0,98.4,176.2,53.0,2975,146,3.62,3.5,9.3,116,4800,24,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7945205479452054
-1,1,0,0,102.4,175.6,54.9,2326,122,3.31,3.54,8.7,92,4200,29,34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7540983606557377
-1,0,1,0,102.4,175.6,54.9,2480,110,3.27,3.35,22.5,73,4500,30,33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6636363636363637
-1,1,0,0,102.4,175.6,53.9,2414,122,3.31,3.54,8.7,92,4200,27,32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7540983606557377
-1,1,0,0,102.4,175.6,54.9,2414,122,3.31,3.54,8.7,92,4200,27,32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7540983606557377
-1,1,0,0,102.4,175.6,53.9,2458,122,3.31,3.54,8.7,92,4200,27,32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7540983606557377
3,1,0,0,102.9,183.5,52.0,2976,171,3.27,3.35,9.3,161,5200,20,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9415204678362572
3,1,0,0,102.9,183.5,52.0,3016,171,3.27,3.35,9.3,161,5200,19,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9415204678362572
-1,1,0,0,104.5,187.8,54.1,3131,171,3.27,3.35,9.2,156,5200,20,24,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.912280701754386
-1,1,0,0,104.5,187.8,54.1,3151,161,3.27,3.35,9.2,156,5200,19,24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.968944099378882
2,0,0,0,97.3,171.7,55.7,2261,97,3.01,3.4,23.0,52,4800,37,46,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5360824742268041
2,1,0,0,97.3,171.7,55.7,2209,109,3.19,3.4,9.0,85,5250,27,34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7798165137614679
2,0,0,0,97.3,171.7,55.7,2264,97,3.01,3.4,23.0,52,4800,37,46,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5360824742268041
2,1,0,0,97.3,171.7,55.7,2212,109,3.19,3.4,9.0,85,5250,27,34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7798165137614679
2,1,0,0,97.3,171.7,55.7,2275,109,3.19,3.4,9.0,85,5250,27,34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7798165137614679
2,0,1,0,97.3,171.7,55.7,2319,97,3.01,3.4,23.0,68,4500,37,42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7010309278350515
2,1,0,0,97.3,171.7,55.7,2300,109,3.19,3.4,10.0,100,5500,26,32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9174311926605504
3,1,0,0,94.5,159.3,55.6,2254,109,3.19,3.4,8.5,90,5500,24,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8256880733944955
3,1,0,0,94.5,165.7,51.4,2221,109,3.19,3.4,8.5,90,5500,24,29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8256880733944955
0,1,0,0,100.4,180.2,55.1,2661,136,3.19,3.4,8.5,110,5500,19,24,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8088235294117647
0,0,1,0,100.4,180.2,55.1,2579,97,3.01,3.4,23.0,68,4500,33,38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7010309278350515
0,1,0,0,100.4,183.1,55.1,2563,109,3.19,3.4,9.0,88,5500,25,31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8073394495412844
-2,1,0,0,104.3,188.8,56.2,2912,141,3.78,3.15,9.5,114,5400,23,28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8085106382978723
-1,1,0,0,104.3,188.8,57.5,3034,141,3.78,3.15,9.5,114,5400,23,28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8085106382978723
-2,1,0,0,104.3,188.8,56.2,2935,141,3.78,3.15,9.5,114,5400,24,28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8085106382978723
-1,1,0,0,104.3,188.8,57.5,3042,141,3.78,3.15,9.5,114,5400,24,28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8085106382978723
-2,1,1,0,104.3,188.8,56.2,3045,130,3.62,3.15,7.5,162,5100,17,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2461538461538462
-1,1,1,0,104.3,188.8,57.5,3157,130,3.62,3.15,7.5,162,5100,17,22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2461538461538462
-1,1,0,0,109.1,188.8,55.5,2952,141,3.78,3.15,9.5,114,5400,23,28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8085106382978723
-1,1,1,0,109.1,188.8,55.5,3049,141,3.78,3.15,8.7,160,5300,19,25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1347517730496457
-1,1,0,0,109.1,188.8,55.5,3012,173,3.58,2.87,8.8,134,5500,18,23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7745664739884393
-1,0,1,0,109.1,188.8,55.5,3217,145,3.01,3.4,23.0,106,4800,26,27,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7310344827586207
-1,1,1,0,109.1,188.8,55.5,3062,141,3.78,3.15,9.5,114,5400,19,25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8085106382978723
